Id,Date,Message,Description,EntryDateTime,Status,NumberOfExchangeRates,NumberOfCrossRates
6232,2017-12-31 00:00:00,Weekend,,2021-11-06 13:50:59.0145238,0,,
6233,2018-01-01 00:00:00,First day of the year,,2021-11-06 13:50:59.1090958,0,,
6234,2018-01-02 00:00:00,,,2021-11-06 13:50:59.2091063,1,18,17
6235,2018-01-03 00:00:00,,,2021-11-06 13:51:03.1898136,1,18,17
6236,2018-01-04 00:00:00,,,2021-11-06 13:51:07.0642557,1,18,17
6237,2018-01-05 00:00:00,,,2021-11-06 13:51:11.9031998,1,18,17
6238,2018-01-06 00:00:00,Weekend,,2021-11-06 13:51:15.5105597,0,,
6239,2018-01-07 00:00:00,Weekend,,2021-11-06 13:51:15.6063578,0,,
6240,2018-01-08 00:00:00,,,2021-11-06 13:51:15.6995146,1,18,17
6241,2018-01-09 00:00:00,,,2021-11-06 13:51:19.3499472,1,18,17
6242,2018-01-10 00:00:00,,,2021-11-06 13:51:22.9629209,1,18,17
6243,2018-01-11 00:00:00,,,2021-11-06 13:51:26.7550169,1,18,17
6244,2018-01-12 00:00:00,,,2021-11-06 13:51:55.4272636,1,18,17
6245,2018-01-13 00:00:00,Weekend,,2021-11-06 13:51:56.5446612,0,,
6246,2018-01-14 00:00:00,Weekend,,2021-11-06 13:51:56.5537264,0,,
6247,2018-01-15 00:00:00,,,2021-11-06 13:51:56.5613065,1,18,17
6248,2018-01-16 00:00:00,,,2021-11-06 13:51:57.9853611,1,18,17
6249,2018-01-17 00:00:00,,,2021-11-06 13:51:58.3527892,1,18,17
6250,2018-01-18 00:00:00,,,2021-11-06 13:51:58.7417061,1,18,17
6251,2018-01-19 00:00:00,,,2021-11-06 13:51:59.1630855,1,18,17
6252,2018-01-20 00:00:00,Weekend,,2021-11-06 13:51:59.5455412,0,,
6253,2018-01-21 00:00:00,Weekend,,2021-11-06 13:51:59.5561279,0,,
6254,2018-01-22 00:00:00,,,2021-11-06 13:51:59.5654399,1,18,17
6255,2018-01-23 00:00:00,,,2021-11-06 13:51:59.9668283,1,18,17
6256,2018-01-24 00:00:00,,,2021-11-06 13:52:00.4549101,1,18,17
6257,2018-01-25 00:00:00,,,2021-11-06 13:52:00.8543599,1,18,17
6258,2018-01-26 00:00:00,,,2021-11-06 13:52:01.2064427,1,18,17
6259,2018-01-27 00:00:00,Weekend,,2021-11-06 13:52:01.559638,0,,
6260,2018-01-28 00:00:00,Weekend,,2021-11-06 13:52:01.5699126,0,,
6261,2018-01-29 00:00:00,,,2021-11-06 13:52:01.5793879,1,18,17
6262,2018-01-30 00:00:00,,,2021-11-06 13:52:01.9709997,1,18,17
6263,2018-01-31 00:00:00,,,2021-11-06 13:52:02.3195316,1,18,17
6264,2018-02-01 00:00:00,,,2021-11-06 13:52:02.6663568,1,18,17
6265,2018-02-02 00:00:00,,,2021-11-06 13:52:13.0814202,1,18,17
6266,2018-02-03 00:00:00,Weekend,,2021-11-06 13:52:13.4763998,0,,
6267,2018-02-04 00:00:00,Weekend,,2021-11-06 13:52:13.4882292,0,,
6268,2018-02-05 00:00:00,,,2021-11-06 13:52:13.5000277,1,18,17
6269,2018-02-06 00:00:00,,,2021-11-06 13:52:13.8991375,1,18,17
6270,2018-02-07 00:00:00,,,2021-11-06 13:52:14.3219056,1,18,17
6271,2018-02-08 00:00:00,,,2021-11-06 13:52:14.7553952,1,18,17
6272,2018-02-09 00:00:00,,,2021-11-06 13:52:15.2000073,1,18,17
6273,2018-02-10 00:00:00,Weekend,,2021-11-06 13:52:15.6262509,0,,
6274,2018-02-11 00:00:00,Weekend,,2021-11-06 13:52:15.6407529,0,,
6275,2018-02-12 00:00:00,,,2021-11-06 13:52:15.6544294,1,18,17
6276,2018-02-13 00:00:00,,,2021-11-06 13:52:16.103817,1,18,17
6277,2018-02-14 00:00:00,,,2021-11-06 13:52:16.5681836,1,18,17
6278,2018-02-15 00:00:00,,,2021-11-06 13:52:17.039863,1,18,17
6279,2018-02-16 00:00:00,,,2021-11-06 13:52:17.5172408,1,18,17
6280,2018-02-17 00:00:00,Weekend,,2021-11-06 13:52:18.0105571,0,,
6281,2018-02-18 00:00:00,Weekend,,2021-11-06 13:52:18.0247479,0,,
6282,2018-02-19 00:00:00,,,2021-11-06 13:52:18.0389888,1,18,17
6283,2018-02-20 00:00:00,,,2021-11-06 13:52:18.5329769,1,18,17
6284,2018-02-21 00:00:00,,,2021-11-06 13:52:19.04258,1,18,17
6285,2018-02-22 00:00:00,,,2021-11-06 13:52:19.5652926,1,18,17
6286,2018-02-23 00:00:00,,,2021-11-06 13:52:20.0795766,1,18,17
6287,2018-02-24 00:00:00,Weekend,,2021-11-06 13:52:20.6100707,0,,
6288,2018-02-25 00:00:00,Weekend,,2021-11-06 13:52:20.6259539,0,,
6289,2018-02-26 00:00:00,,,2021-11-06 13:52:20.6419292,1,18,17
6290,2018-02-27 00:00:00,,,2021-11-06 13:52:21.1942771,1,18,17
6291,2018-02-28 00:00:00,,,2021-11-06 13:52:21.7480908,1,18,17
6292,2018-03-01 00:00:00,,,2021-11-06 13:52:22.3232728,1,18,17
6293,2018-03-02 00:00:00,,,2021-11-06 13:52:32.9073791,1,18,17
6294,2018-03-03 00:00:00,Weekend,,2021-11-06 13:52:33.4947408,0,,
6295,2018-03-04 00:00:00,Weekend,,2021-11-06 13:52:33.5126129,0,,
6296,2018-03-05 00:00:00,,,2021-11-06 13:52:33.5304994,1,18,17
6297,2018-03-06 00:00:00,,,2021-11-06 13:52:34.1275601,1,18,17
6298,2018-03-07 00:00:00,,,2021-11-06 13:52:34.758479,1,18,17
6299,2018-03-08 00:00:00,,,2021-11-06 13:52:35.3980348,1,18,17
6300,2018-03-09 00:00:00,,,2021-11-06 13:52:36.0226471,1,18,17
6301,2018-03-10 00:00:00,Weekend,,2021-11-06 13:52:36.6551103,0,,
6302,2018-03-11 00:00:00,Weekend,,2021-11-06 13:52:36.6738685,0,,
6303,2018-03-12 00:00:00,,,2021-11-06 13:52:36.6919657,1,18,17
6304,2018-03-13 00:00:00,,,2021-11-06 13:52:37.3277475,1,18,17
6305,2018-03-14 00:00:00,,,2021-11-06 13:52:37.9998826,1,18,17
6306,2018-03-15 00:00:00,,,2021-11-06 13:52:38.6783442,1,18,17
6307,2018-03-16 00:00:00,,,2021-11-06 13:52:39.3561285,1,18,17
6308,2018-03-17 00:00:00,Weekend,,2021-11-06 13:52:40.0400739,0,,
6309,2018-03-18 00:00:00,Weekend,,2021-11-06 13:52:40.0596423,0,,
6310,2018-03-19 00:00:00,,,2021-11-06 13:52:40.079835,1,18,17
6311,2018-03-20 00:00:00,,,2021-11-06 13:52:40.7730373,1,18,17
6312,2018-03-21 00:00:00,,,2021-11-06 13:52:41.5156649,1,18,17
6313,2018-03-22 00:00:00,,,2021-11-06 13:52:42.2422055,1,18,17
6314,2018-03-23 00:00:00,,,2021-11-06 13:52:42.9801475,1,18,17
6315,2018-03-24 00:00:00,Weekend,,2021-11-06 13:52:43.7519758,0,,
6316,2018-03-25 00:00:00,Weekend,,2021-11-06 13:52:43.7734667,0,,
6317,2018-03-26 00:00:00,,,2021-11-06 13:52:43.7940855,1,18,17
6318,2018-03-27 00:00:00,,,2021-11-06 13:52:44.5733022,1,18,17
6319,2018-03-28 00:00:00,,,2021-11-06 13:52:45.332705,1,18,17
6320,2018-03-29 00:00:00,,,2021-11-06 13:52:46.0974079,1,18,17
6321,2018-03-30 00:00:00,,,2021-11-06 13:52:46.8977858,1,18,17
6322,2018-03-31 00:00:00,Weekend,,2021-11-06 13:52:47.6788297,0,,
6323,2018-04-01 00:00:00,Weekend,,2021-11-06 13:52:47.7014541,0,,
6324,2018-04-02 00:00:00,,,2021-11-06 13:52:47.7242909,1,18,17
6325,2018-04-03 00:00:00,,,2021-11-06 13:52:48.5452801,1,18,17
6326,2018-04-04 00:00:00,,,2021-11-06 13:52:49.3592794,1,18,17
6327,2018-04-05 00:00:00,,,2021-11-06 13:52:50.1942725,1,18,17
6328,2018-04-06 00:00:00,,,2021-11-06 13:52:51.0183769,1,18,17
6329,2018-04-07 00:00:00,Weekend,,2021-11-06 13:52:51.8416744,0,,
6330,2018-04-08 00:00:00,Weekend,,2021-11-06 13:52:51.8657986,0,,
6331,2018-04-09 00:00:00,,,2021-11-06 13:52:51.8902816,1,18,17
6332,2018-04-10 00:00:00,,,2021-11-06 13:52:52.7470127,1,18,17
6333,2018-04-11 00:00:00,,,2021-11-06 13:52:53.6141125,1,18,17
6334,2018-04-12 00:00:00,,,2021-11-06 13:52:54.4778449,1,18,17
6335,2018-04-13 00:00:00,,,2021-11-06 13:52:55.3389697,1,18,17
6336,2018-04-14 00:00:00,Weekend,,2021-11-06 13:52:56.2277438,0,,
6337,2018-04-15 00:00:00,Weekend,,2021-11-06 13:52:56.2535859,0,,
6338,2018-04-16 00:00:00,,,2021-11-06 13:52:56.2787722,1,18,17
6339,2018-04-17 00:00:00,,,2021-11-06 13:52:57.1754442,1,18,17
6340,2018-04-18 00:00:00,,,2021-11-06 13:52:58.088086,1,18,17
6341,2018-04-19 00:00:00,,,2021-11-06 13:52:59.0139972,1,18,17
6342,2018-04-20 00:00:00,,,2021-11-06 13:52:59.9391545,1,18,17
6343,2018-04-21 00:00:00,Weekend,,2021-11-06 13:53:00.8620352,0,,
6344,2018-04-22 00:00:00,Weekend,,2021-11-06 13:53:00.8889518,0,,
6345,2018-04-23 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:53:00.9169469,0,,
6346,2018-04-24 00:00:00,,,2021-11-06 13:53:01.1147984,1,18,17
6347,2018-04-25 00:00:00,,,2021-11-06 13:53:02.0632239,1,18,17
6348,2018-04-26 00:00:00,,,2021-11-06 13:53:03.0435217,1,18,17
6349,2018-04-27 00:00:00,,,2021-11-06 13:53:04.0183385,1,18,17
6350,2018-04-28 00:00:00,Weekend,,2021-11-06 13:53:04.9697515,0,,
6351,2018-04-29 00:00:00,Weekend,,2021-11-06 13:53:04.9975314,0,,
6352,2018-04-30 00:00:00,,,2021-11-06 13:53:05.0359879,1,18,17
6353,2018-05-01 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:53:38.2091711,0,,
6354,2018-05-02 00:00:00,,,2021-11-06 13:53:48.5871129,1,18,17
6355,2018-05-03 00:00:00,,,2021-11-06 13:53:49.5849676,1,18,17
6356,2018-05-04 00:00:00,,,2021-11-06 13:53:50.5856696,1,18,17
6357,2018-05-05 00:00:00,Weekend,,2021-11-06 13:53:51.5848051,0,,
6358,2018-05-06 00:00:00,Weekend,,2021-11-06 13:53:51.6133739,0,,
6359,2018-05-07 00:00:00,,,2021-11-06 13:53:51.6429619,1,18,17
6360,2018-05-08 00:00:00,,,2021-11-06 13:53:52.6502354,1,18,17
6361,2018-05-09 00:00:00,,,2021-11-06 13:53:53.6640407,1,18,17
6362,2018-05-10 00:00:00,,,2021-11-06 13:53:54.7279793,1,18,17
6363,2018-05-11 00:00:00,,,2021-11-06 13:53:55.9522724,1,18,17
6364,2018-05-12 00:00:00,Weekend,,2021-11-06 13:53:57.0014874,0,,
6365,2018-05-13 00:00:00,Weekend,,2021-11-06 13:53:57.0341222,0,,
6366,2018-05-14 00:00:00,,,2021-11-06 13:53:57.064885,1,18,17
6367,2018-05-15 00:00:00,,,2021-11-06 13:53:58.1172936,1,18,17
6368,2018-05-16 00:00:00,,,2021-11-06 13:53:59.2019322,1,18,17
6369,2018-05-17 00:00:00,,,2021-11-06 13:54:00.2724529,1,18,17
6370,2018-05-18 00:00:00,,,2021-11-06 13:54:01.3519684,1,18,17
6371,2018-05-19 00:00:00,Weekend,,2021-11-06 13:54:02.4448816,0,,
6372,2018-05-20 00:00:00,Weekend,,2021-11-06 13:54:02.4771282,0,,
6373,2018-05-21 00:00:00,,,2021-11-06 13:54:02.508973,1,18,17
6374,2018-05-22 00:00:00,,,2021-11-06 13:54:03.6070008,1,18,17
6375,2018-05-23 00:00:00,,,2021-11-06 13:54:04.7305283,1,18,17
6376,2018-05-24 00:00:00,,,2021-11-06 13:54:05.8759801,1,18,17
6377,2018-05-25 00:00:00,,,2021-11-06 13:54:07.0205055,1,18,17
6378,2018-05-26 00:00:00,Weekend,,2021-11-06 13:54:08.17066,0,,
6379,2018-05-27 00:00:00,Weekend,,2021-11-06 13:54:08.2031484,0,,
6380,2018-05-28 00:00:00,,,2021-11-06 13:54:08.2362736,1,18,17
6381,2018-05-29 00:00:00,,,2021-11-06 13:54:09.3788345,1,18,17
6382,2018-05-30 00:00:00,,,2021-11-06 13:54:10.5818085,1,18,17
6383,2018-05-31 00:00:00,,,2021-11-06 13:54:11.7675861,1,18,17
6384,2018-06-01 00:00:00,,,2021-11-06 13:54:12.9356254,1,18,17
6385,2018-06-02 00:00:00,Weekend,,2021-11-06 13:54:24.1647882,0,,
6386,2018-06-03 00:00:00,Weekend,,2021-11-06 13:54:24.1996635,0,,
6387,2018-06-04 00:00:00,,,2021-11-06 13:54:24.2341228,1,18,17
6388,2018-06-05 00:00:00,,,2021-11-06 13:54:25.3957532,1,18,17
6389,2018-06-06 00:00:00,,,2021-11-06 13:54:26.6569808,1,18,17
6390,2018-06-07 00:00:00,,,2021-11-06 13:54:27.8965955,1,18,17
6391,2018-06-08 00:00:00,,,2021-11-06 13:54:29.0946304,1,18,17
6392,2018-06-09 00:00:00,Weekend,,2021-11-06 13:54:30.326285,0,,
6393,2018-06-10 00:00:00,Weekend,,2021-11-06 13:54:30.3628285,0,,
6394,2018-06-11 00:00:00,,,2021-11-06 13:54:30.39714,1,18,17
6395,2018-06-12 00:00:00,,,2021-11-06 13:54:31.636768,1,18,17
6396,2018-06-13 00:00:00,,,2021-11-06 13:54:32.8961448,1,18,17
6397,2018-06-14 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:54:34.1549021,0,,
6398,2018-06-15 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:54:34.3569656,0,,
6399,2018-06-16 00:00:00,Weekend,,2021-11-06 13:54:34.5717824,0,,
6400,2018-06-17 00:00:00,Weekend,,2021-11-06 13:54:34.6087901,0,,
6401,2018-06-18 00:00:00,,,2021-11-06 13:54:34.6460254,1,18,17
6402,2018-06-19 00:00:00,,,2021-11-06 13:54:35.9072849,1,18,17
6403,2018-06-20 00:00:00,,,2021-11-06 13:54:37.2105024,1,18,17
6404,2018-06-21 00:00:00,,,2021-11-06 13:54:38.5142093,1,18,17
6405,2018-06-22 00:00:00,,,2021-11-06 13:54:39.8096818,1,18,17
6406,2018-06-23 00:00:00,Weekend,,2021-11-06 13:54:41.1869509,0,,
6407,2018-06-24 00:00:00,Weekend,,2021-11-06 13:54:41.2263414,0,,
6408,2018-06-25 00:00:00,,,2021-11-06 13:54:41.2656435,1,18,17
6409,2018-06-26 00:00:00,,,2021-11-06 13:55:09.8831848,1,18,17
6410,2018-06-27 00:00:00,,,2021-11-06 13:55:11.1558117,1,18,17
6411,2018-06-28 00:00:00,,,2021-11-06 13:55:12.4177461,1,18,17
6412,2018-06-29 00:00:00,,,2021-11-06 13:55:13.6929778,1,19,18
6413,2018-06-30 00:00:00,Weekend,,2021-11-06 13:55:15.2094781,0,,
6414,2018-07-01 00:00:00,Weekend,,2021-11-06 13:55:15.2493389,0,,
6415,2018-07-02 00:00:00,,,2021-11-06 13:55:15.2891286,1,19,18
6416,2018-07-03 00:00:00,,,2021-11-06 13:55:16.704319,1,19,18
6417,2018-07-04 00:00:00,,,2021-11-06 13:55:18.1265055,1,19,18
6418,2018-07-05 00:00:00,,,2021-11-06 13:55:19.5998436,1,19,18
6419,2018-07-06 00:00:00,,,2021-11-06 13:55:21.0770047,1,19,18
6420,2018-07-07 00:00:00,Weekend,,2021-11-06 13:55:22.5298473,0,,
6421,2018-07-08 00:00:00,Weekend,,2021-11-06 13:55:22.5707751,0,,
6422,2018-07-09 00:00:00,,,2021-11-06 13:55:22.6098624,1,19,18
6423,2018-07-10 00:00:00,,,2021-11-06 13:55:24.0812192,1,19,18
6424,2018-07-11 00:00:00,,,2021-11-06 13:55:25.5893235,1,19,18
6425,2018-07-12 00:00:00,,,2021-11-06 13:55:27.1165025,1,19,18
6426,2018-07-13 00:00:00,,,2021-11-06 13:55:28.6335619,1,19,18
6427,2018-07-14 00:00:00,Weekend,,2021-11-06 13:55:30.128919,0,,
6428,2018-07-15 00:00:00,Weekend,,2021-11-06 13:55:30.1887247,0,,
6429,2018-07-16 00:00:00,,,2021-11-06 13:55:30.2320598,1,19,18
6430,2018-07-17 00:00:00,,,2021-11-06 13:55:31.7891003,1,19,18
6431,2018-07-18 00:00:00,,,2021-11-06 13:55:33.2951581,1,19,18
6432,2018-07-19 00:00:00,,,2021-11-06 13:55:35.8601758,1,19,18
6433,2018-07-20 00:00:00,,,2021-11-06 13:56:02.2232456,1,19,18
6434,2018-07-21 00:00:00,Weekend,,2021-11-06 13:56:03.7710079,0,,
6435,2018-07-22 00:00:00,Weekend,,2021-11-06 13:56:03.8257394,0,,
6436,2018-07-23 00:00:00,,,2021-11-06 13:56:03.8704953,1,19,18
6437,2018-07-24 00:00:00,,,2021-11-06 13:56:05.4598788,1,19,18
6438,2018-07-25 00:00:00,,,2021-11-06 13:56:07.0307515,1,19,18
6439,2018-07-26 00:00:00,,,2021-11-06 13:56:08.6724949,1,19,18
6440,2018-07-27 00:00:00,,,2021-11-06 13:56:10.3885459,1,19,18
6441,2018-07-28 00:00:00,Weekend,,2021-11-06 13:56:12.0781768,0,,
6442,2018-07-29 00:00:00,Weekend,,2021-11-06 13:56:12.1246167,0,,
6443,2018-07-30 00:00:00,,,2021-11-06 13:56:12.1688115,1,19,18
6444,2018-07-31 00:00:00,,,2021-11-06 13:56:13.8276356,1,19,18
6445,2018-08-01 00:00:00,,,2021-11-06 13:56:15.4781277,1,19,18
6446,2018-08-02 00:00:00,,,2021-11-06 13:56:27.173143,1,19,18
6447,2018-08-03 00:00:00,,,2021-11-06 13:56:28.8296115,1,19,18
6448,2018-08-04 00:00:00,Weekend,,2021-11-06 13:56:30.5159692,0,,
6449,2018-08-05 00:00:00,Weekend,,2021-11-06 13:56:30.563069,0,,
6450,2018-08-06 00:00:00,,,2021-11-06 13:56:30.6087654,1,19,18
6451,2018-08-07 00:00:00,,,2021-11-06 13:56:32.2951939,1,19,18
6452,2018-08-08 00:00:00,,,2021-11-06 13:56:34.0274043,1,19,18
6453,2018-08-09 00:00:00,,,2021-11-06 13:56:35.7507462,1,19,18
6454,2018-08-10 00:00:00,,,2021-11-06 13:56:37.5755866,1,19,18
6455,2018-08-11 00:00:00,Weekend,,2021-11-06 13:56:39.3007275,0,,
6456,2018-08-12 00:00:00,Weekend,,2021-11-06 13:56:39.3476777,0,,
6457,2018-08-13 00:00:00,,,2021-11-06 13:56:39.3948596,1,19,18
6458,2018-08-14 00:00:00,,,2021-11-06 13:56:41.1784284,1,19,18
6459,2018-08-15 00:00:00,,,2021-11-06 13:56:42.9564007,1,19,18
6460,2018-08-16 00:00:00,,,2021-11-06 13:56:44.7240999,1,19,18
6461,2018-08-17 00:00:00,,,2021-11-06 13:56:46.5058264,1,19,18
6462,2018-08-18 00:00:00,Weekend,,2021-11-06 13:56:48.2992709,0,,
6463,2018-08-19 00:00:00,Weekend,,2021-11-06 13:56:48.3478224,0,,
6464,2018-08-20 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:56:48.395322,0,,
6465,2018-08-21 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:57:22.8103329,0,,
6466,2018-08-22 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:57:23.0332352,0,,
6467,2018-08-23 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:57:23.2507608,0,,
6468,2018-08-24 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:57:23.4753658,0,,
6469,2018-08-25 00:00:00,Weekend,,2021-11-06 13:57:23.6852777,0,,
6470,2018-08-26 00:00:00,Weekend,,2021-11-06 13:57:23.7325516,0,,
6471,2018-08-27 00:00:00,,,2021-11-06 13:57:23.7780408,1,19,18
6472,2018-08-28 00:00:00,,,2021-11-06 13:57:25.571788,1,19,18
6473,2018-08-29 00:00:00,,,2021-11-06 13:57:27.4004732,1,19,18
6474,2018-08-30 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:57:29.2845335,0,,
6475,2018-08-31 00:00:00,,,2021-11-06 13:57:29.4927793,1,19,18
6476,2018-09-01 00:00:00,Weekend,,2021-11-06 13:57:31.297681,0,,
6477,2018-09-02 00:00:00,Weekend,,2021-11-06 13:57:31.3495875,0,,
6478,2018-09-03 00:00:00,,,2021-11-06 13:57:31.3998694,1,19,18
6479,2018-09-04 00:00:00,,,2021-11-06 13:57:33.3414856,1,19,18
6480,2018-09-05 00:00:00,,,2021-11-06 13:57:35.1729356,1,19,18
6481,2018-09-06 00:00:00,,,2021-11-06 13:57:37.0369381,1,19,18
6482,2018-09-07 00:00:00,,,2021-11-06 13:57:38.8930473,1,19,18
6483,2018-09-08 00:00:00,Weekend,,2021-11-06 13:57:40.7630362,0,,
6484,2018-09-09 00:00:00,Weekend,,2021-11-06 13:57:40.8143275,0,,
6485,2018-09-10 00:00:00,,,2021-11-06 13:57:40.8634785,1,19,18
6486,2018-09-11 00:00:00,,,2021-11-06 13:57:42.8123132,1,19,18
6487,2018-09-12 00:00:00,,,2021-11-06 13:57:44.7764211,1,19,18
6488,2018-09-13 00:00:00,,,2021-11-06 13:57:46.7763633,1,19,18
6489,2018-09-14 00:00:00,,,2021-11-06 13:57:48.7460319,1,19,18
6490,2018-09-15 00:00:00,Weekend,,2021-11-06 13:57:50.6667306,0,,
6491,2018-09-16 00:00:00,Weekend,,2021-11-06 13:57:50.7189903,0,,
6492,2018-09-17 00:00:00,,,2021-11-06 13:57:50.7797663,1,19,18
6493,2018-09-18 00:00:00,,,2021-11-06 13:57:52.7842464,1,19,18
6494,2018-09-19 00:00:00,,,2021-11-06 13:57:54.7404376,1,19,18
6495,2018-09-20 00:00:00,,,2021-11-06 13:57:56.7291164,1,19,18
6496,2018-09-21 00:00:00,,,2021-11-06 13:57:58.6984882,1,19,18
6497,2018-09-22 00:00:00,Weekend,,2021-11-06 13:58:00.6937841,0,,
6498,2018-09-23 00:00:00,Weekend,,2021-11-06 13:58:00.7453565,0,,
6499,2018-09-24 00:00:00,,,2021-11-06 13:58:00.8020752,1,19,18
6500,2018-09-25 00:00:00,,,2021-11-06 13:58:02.7875823,1,19,18
6501,2018-09-26 00:00:00,,,2021-11-06 13:58:04.8525726,1,19,18
6502,2018-09-27 00:00:00,,,2021-11-06 13:58:06.9236253,1,19,18
6503,2018-09-28 00:00:00,,,2021-11-06 13:58:08.9915157,1,19,18
6504,2018-09-29 00:00:00,Weekend,,2021-11-06 13:58:11.0205007,0,,
6505,2018-09-30 00:00:00,Weekend,,2021-11-06 13:58:11.0941608,0,,
6506,2018-10-01 00:00:00,,,2021-11-06 13:58:11.1522865,1,19,18
6507,2018-10-02 00:00:00,,,2021-11-06 13:58:23.3823905,1,19,18
6508,2018-10-03 00:00:00,,,2021-11-06 13:58:25.6128939,1,19,18
6509,2018-10-04 00:00:00,,,2021-11-06 13:58:27.7620052,1,19,18
6510,2018-10-05 00:00:00,,,2021-11-06 13:58:29.9669394,1,19,18
6511,2018-10-06 00:00:00,Weekend,,2021-11-06 13:58:32.2180417,0,,
6512,2018-10-07 00:00:00,Weekend,,2021-11-06 13:58:32.2775333,0,,
6513,2018-10-08 00:00:00,,,2021-11-06 13:58:32.3416272,1,19,18
6514,2018-10-09 00:00:00,,,2021-11-06 13:58:34.5699094,1,19,18
6515,2018-10-10 00:00:00,,,2021-11-06 13:58:36.8395359,1,19,18
6516,2018-10-11 00:00:00,,,2021-11-06 13:58:39.0921388,1,19,18
6517,2018-10-12 00:00:00,,,2021-11-06 13:58:41.3692679,1,19,18
6518,2018-10-13 00:00:00,Weekend,,2021-11-06 13:58:43.6058101,0,,
6519,2018-10-14 00:00:00,Weekend,,2021-11-06 13:58:43.6662595,0,,
6520,2018-10-15 00:00:00,,,2021-11-06 13:58:43.7254429,1,19,18
6521,2018-10-16 00:00:00,,,2021-11-06 13:58:46.0082165,1,19,18
6522,2018-10-17 00:00:00,,,2021-11-06 13:58:48.3497735,1,19,18
6523,2018-10-18 00:00:00,,,2021-11-06 13:58:50.705225,1,19,18
6524,2018-10-19 00:00:00,,,2021-11-06 13:58:53.0904077,1,19,18
6525,2018-10-20 00:00:00,Weekend,,2021-11-06 13:58:55.2513191,0,,
6526,2018-10-21 00:00:00,Weekend,,2021-11-06 13:58:55.3224776,0,,
6527,2018-10-22 00:00:00,,,2021-11-06 13:58:55.3844954,1,19,18
6528,2018-10-23 00:00:00,,,2021-11-06 13:58:57.5769644,1,19,18
6529,2018-10-24 00:00:00,,,2021-11-06 13:58:59.7717127,1,19,18
6530,2018-10-25 00:00:00,,,2021-11-06 13:59:01.9879366,1,19,18
6531,2018-10-26 00:00:00,,,2021-11-06 13:59:04.233306,1,19,18
6532,2018-10-27 00:00:00,Weekend,,2021-11-06 13:59:06.4690605,0,,
6533,2018-10-28 00:00:00,Weekend,,2021-11-06 13:59:06.5458449,0,,
6534,2018-10-29 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 13:59:06.6103687,0,,
6535,2018-10-30 00:00:00,,,2021-11-06 13:59:06.8716489,1,19,18
6536,2018-10-31 00:00:00,,,2021-11-06 13:59:09.143427,1,19,18
6537,2018-11-01 00:00:00,,,2021-11-06 13:59:11.4264475,1,19,18
6538,2018-11-02 00:00:00,,,2021-11-06 13:59:23.700082,1,19,18
6539,2018-11-03 00:00:00,Weekend,,2021-11-06 13:59:26.0197194,0,,
6540,2018-11-04 00:00:00,Weekend,,2021-11-06 13:59:26.0879873,0,,
6541,2018-11-05 00:00:00,,,2021-11-06 13:59:26.1518609,1,19,18
6542,2018-11-06 00:00:00,,,2021-11-06 13:59:28.4882285,1,19,18
6543,2018-11-07 00:00:00,,,2021-11-06 13:59:30.881324,1,19,18
6544,2018-11-08 00:00:00,,,2021-11-06 13:59:33.253117,1,19,18
6545,2018-11-09 00:00:00,,,2021-11-06 13:59:35.573949,1,19,18
6546,2018-11-10 00:00:00,Weekend,,2021-11-06 13:59:37.9538828,0,,
6547,2018-11-11 00:00:00,Weekend,,2021-11-06 13:59:38.0185991,0,,
6548,2018-11-12 00:00:00,,,2021-11-06 13:59:38.0777626,1,19,18
6549,2018-11-13 00:00:00,,,2021-11-06 13:59:40.4285779,1,19,18
6550,2018-11-14 00:00:00,,,2021-11-06 13:59:42.8637892,1,19,18
6551,2018-11-15 00:00:00,,,2021-11-06 13:59:45.2421713,1,19,18
6552,2018-11-16 00:00:00,,,2021-11-06 13:59:47.6206361,1,19,18
6553,2018-11-17 00:00:00,Weekend,,2021-11-06 13:59:49.9971419,0,,
6554,2018-11-18 00:00:00,Weekend,,2021-11-06 13:59:50.0628352,0,,
6555,2018-11-19 00:00:00,,,2021-11-06 13:59:50.1278568,1,19,18
6556,2018-11-20 00:00:00,,,2021-11-06 13:59:52.5242105,1,19,18
6557,2018-11-21 00:00:00,,,2021-11-06 13:59:54.9152388,1,19,18
6558,2018-11-22 00:00:00,,,2021-11-06 13:59:57.3250298,1,19,18
6559,2018-11-23 00:00:00,,,2021-11-06 13:59:59.8253833,1,19,18
6560,2018-11-24 00:00:00,Weekend,,2021-11-06 14:00:02.2998351,0,,
6561,2018-11-25 00:00:00,Weekend,,2021-11-06 14:00:02.3638685,0,,
6562,2018-11-26 00:00:00,,,2021-11-06 14:00:02.4335696,1,19,18
